,PassengerId,family_cnt,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,title_Master,title_Miss,title_Mr,title_Mrs,title_rare,family_type_big,family_type_middle,family_type_sigle,cabin_type_A,cabin_type_B,cabin_type_C,cabin_type_D,cabin_type_E,cabin_type_F,cabin_type_O,cabin_type_n,Fare_scaled,family_cnt_scaled,SibSp_scaled,Parch_scaled,Age_type_adult,Age_type_child,Age_type_old,Age_scaled
254,255,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.252671074067895,0.7050506355744817,-0.47908676070718687,1.8665256881734007,0,0,1,0.8213678971418791
255,256,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.34869840696720983,0.7050506355744817,-0.47908676070718687,1.8665256881734007,1,0,0,-0.06178978644222302
256,257,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.8878069695824834,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.588207142684238
257,258,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0289468673345115,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.011806687189785487
258,259,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.262027654708204,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.37978905534982804
259,260,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.14077420307613292,0.07335229062787217,-0.47908676070718687,0.7107630931786129,0,0,1,1.4837361598299557
260,261,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,0.8517514282942539
261,262,7,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.036611025111879254,3.2318440153609194,3.3624113695574844,1.8665256881734007,0,1,0,-1.9752981008744444
262,263,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8965073742384304,0.7050506355744817,0.481287771858981,0.7107630931786129,0,0,1,1.6309291070939727
263,264,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.6434642498641785,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.7477714235098706
264,265,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.2719074489693329
265,266,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.44045480789208313,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.45338552898183654
266,267,6,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.12386310520891992,2.6001456704143098,3.3624113695574844,0.7107630931786129,1,0,0,-1.0185439436583337
267,268,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.4931405916419841,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.3561756809702571
268,269,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.3236154157208384,0.07335229062787217,-0.47908676070718687,0.7107630931786129,0,0,1,2.072507948886024
269,270,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.9789015164057067,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.37978905534982804
270,271,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.04410304023227799,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.5838720291457001
271,272,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6434642498641785,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.3561756809702571
272,273,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.2664467147731443,0.07335229062787217,-0.47908676070718687,0.7107630931786129,0,0,1,0.8213678971418791
273,274,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.06923754257168029,0.07335229062787217,-0.47908676070718687,0.7107630931786129,1,0,0,0.5269820026138451
274,275,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.2719074489693329
275,276,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8637996530018404,0.07335229062787217,0.481287771858981,-0.444999501816175,0,0,1,2.4404903170460663
276,277,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.1157537916699132
277,278,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6434642498641785,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.3380767256277033
278,279,6,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.08035472629872359,2.6001456704143098,3.3624113695574844,0.7107630931786129,0,1,0,-1.6809122063464104
279,280,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.25194604034656604,0.7050506355744817,0.481287771858981,0.7107630931786129,1,0,0,0.37978905534982804
280,281,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,2.5876832643100833
281,282,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4916093204225374,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.13538626007423155
282,283,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4597890404608541,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-1.0185439436583337
283,284,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.48782367768557205,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.7977545227623082
284,285,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.14077420307613292,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.501383055637054
285,286,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4759814602371998,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.23259610808581102
286,287,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4597890404608541,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.011806687189785487
287,288,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4908050163476765,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.5769651018662826
288,289,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,0.8949643707738876
289,290,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.5769651018662826
290,291,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8810399881834134,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.28257920733824854
291,292,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.1174821851134276,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.7977545227623082
292,293,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.39453600554125207,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.45338552898183654
293,294,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.47235629163055526,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.4297721546022656
294,295,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4908050163476765,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.4297721546022656
295,296,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.10750385567179178,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.4856340063099528
296,297,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5036932157780193,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.46657039141826984
297,298,4,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.286638695933064,1.3367489805210908,0.481287771858981,1.8665256881734007,0,1,0,-2.048894574506453
298,299,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.05377015651666348,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.4398272770532055
299,300,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.14216046294407,0.07335229062787217,-0.47908676070718687,0.7107630931786129,0,0,1,1.4837361598299557
300,301,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.2719074489693329
301,302,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.19394334264025312,0.7050506355744817,1.4416623044251486,-0.444999501816175,1,0,0,-0.09208668043959417
302,303,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.6434642498641785,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.7977545227623082
303,304,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.40468647763985677,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.11728211482532686
304,305,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.48782367768557205,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.0053246767059859776
305,306,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.286638695933064,1.3367489805210908,0.481287771858981,1.8665256881734007,0,1,0,-2.128378766029022
306,307,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5003792603286252,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.042748484616523044
307,308,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.4620336768749818,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.9449474700263252
308,309,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.17944266821367488,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,0.011806687189785487
309,310,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4572181428898986,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.011806687189785487
310,311,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9643376623594495,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.4297721546022656
311,312,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.429355020367108,1.9684473254677004,1.4416623044251486,1.8665256881734007,1,0,0,-0.8713509963943167
312,313,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.14077420307613292,0.7050506355744817,0.481287771858981,0.7107630931786129,1,0,0,-0.28257920733824854
313,314,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4908050163476765,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.13538626007423155
314,315,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.13594064493394017,0.7050506355744817,0.481287771858981,0.7107630931786129,0,0,1,0.9685608444058962
315,316,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4916093204225374,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.28257920733824854
316,317,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.14077420307613292,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.4297721546022656
317,318,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3727849939013847,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.7781220543579896
318,319,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.544106870781617,0.7050506355744817,-0.47908676070718687,1.8665256881734007,1,0,0,0.085403160821794
319,320,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.9569900306355188,0.7050506355744817,0.481287771858981,0.7107630931786129,1,0,0,0.7477714235098706
320,321,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5032910637405889,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.5769651018662826
321,322,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4908050163476765,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.20898273370624004
322,323,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.40468647763985677,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.011806687189785487
323,324,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.08277150536981996,0.7050506355744817,0.481287771858981,0.7107630931786129,1,0,0,-0.5769651018662826
324,325,11,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7012316252938433,5.758637395147358,7.203909499822155,1.8665256881734007,1,0,0,-0.9185343819561179
325,326,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.9789015164057067,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.45338552898183654
326,327,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5228669742164694,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,2.2932973697820493
327,328,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.45338552898183654
328,329,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.24662912639015405,0.7050506355744817,0.481287771858981,0.7107630931786129,1,0,0,0.085403160821794
329,330,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.47751908708710805,0.07335229062787217,-0.47908676070718687,0.7107630931786129,1,0,0,-1.0185439436583337
330,331,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.19394334264025312,0.7050506355744817,1.4416623044251486,-0.444999501816175,1,0,0,-0.8246676798876271
331,332,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.09243862165420545,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.1525520284859174
332,333,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.3236154157208384,0.07335229062787217,-0.47908676070718687,0.7107630931786129,1,0,0,0.6005784762458536
333,334,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.29544806362630077,0.7050506355744817,1.4416623044251486,-0.444999501816175,1,0,0,-1.0185439436583337
334,335,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.9405559329520634,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,0.4420676179451278
335,336,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4908050163476765,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.18198350664613103
336,337,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6441956392159689,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.06178978644222302
337,338,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.9569900306355188,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,0.8213678971418791
338,339,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.48782367768557205,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.1157537916699132
339,340,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.042901006327191425,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.1157537916699132
340,341,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.14077420307613292,0.7050506355744817,0.481287771858981,0.7107630931786129,0,1,0,-2.048894574506453
341,342,6,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.44143891572259,2.6001456704143098,2.4020368369913165,1.8665256881734007,1,0,0,-0.4297721546022656
342,343,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.13538626007423155
343,344,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.3561756809702571
344,345,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.45338552898183654
345,346,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.4297721546022656
346,347,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.7477714235098706
347,348,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.3321831055069656,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.48948036035596787
348,349,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.33604995202071986,0.7050506355744817,0.481287771858981,0.7107630931786129,0,1,0,-1.9752981008744444
349,350,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4759814602371998,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,0.8949643707738876
350,351,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4651059544172661,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.5033686282342741
351,352,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.033233890042805934,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,1.6665890517844684
352,353,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.5036932157780193,0.7050506355744817,0.481287771858981,0.7107630931786129,1,0,0,-1.0921404172903422
353,354,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.29931491014005496,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.3561756809702571
354,355,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5037744195548081,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.17536331689760046
355,356,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4597890404608541,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.13538626007423155
356,357,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4199185414182256,0.07335229062787217,-0.47908676070718687,0.7107630931786129,1,0,0,-0.5769651018662826
357,358,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3921192264701557,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.6005784762458536
358,359,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4911259646083181,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.6306592862862922
359,360,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4911259646083181,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.6306592862862922
360,361,6,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.10403916119546806,2.6001456704143098,0.481287771858981,4.178050878162977,1,0,0,0.7477714235098706
361,362,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.10750385567179178,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.06178978644222302
362,363,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.3640033854686489,0.07335229062787217,-0.47908676070718687,0.7107630931786129,0,0,1,1.1157537916699132
363,364,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.507157910254343,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.37978905534982804
364,365,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3437836450482282,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,0.5601226589426536
365,366,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5032910637405889,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,0.011806687189785487
366,367,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.811436750935838,0.07335229062787217,0.481287771858981,-0.444999501816175,0,0,1,2.219700896150041
367,368,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.5036932157780193,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.04118166199486243
368,369,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.49362394745620336,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.2719074489693329
369,370,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.6963980671516505,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.4297721546022656
370,371,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.42845847194385167,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.3561756809702571
371,372,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.5178729419439559,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,-0.8713509963943167
372,373,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.48782367768557205,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.7977545227623082
373,374,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.9789015164057067,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.5769651018662826
374,375,5,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.23599529847733,1.9684473254677004,2.4020368369913165,0.7107630931786129,0,1,0,-1.9752981008744444
375,376,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9452451076977882,0.07335229062787217,0.481287771858981,-0.444999501816175,1,0,0,0.40016239916300844
376,377,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5032910637405889,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.5769651018662826
377,378,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.4457259384308845,0.7050506355744817,-0.47908676070718687,1.8665256881734007,1,0,0,-0.20898273370624004
378,379,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5658856416819849,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.7241580491302996
379,380,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4931405916419841,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,1,0,0,-0.7977545227623082
380,381,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.7555570153454396,-0.5583460543187373,-0.47908676070718687,-0.444999501816175,0,0,1,0.8949643707738876
381,382,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.33911056103635623,0.7050506355744817,-0.47908676070718687,1.8665256881734007,0,1,0,-2.1224910481384613
